ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Pay1,Pay2,Pay3,Bill_amt1,Bill_amt2,Bill_amt3,Pay_amt1,Pay_amt2,Pay_amt3,default.payment.next.month
3034,50000.0,Female,2,Single,54,2,3,2,1415.0,1115.0,569.0,0.0,0.0,1188.0,0
3037,300000.0,Male,1,Single,34,-1,-1,-1,0.0,792.0,68095.0,792.0,68095.0,1700.0,0
3044,70000.0,Female,1,Married,40,2,2,2,44639.0,47624.0,48592.0,3707.0,1900.0,0.0,1
3046,180000.0,Male,1,Married,38,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,0
3047,330000.0,Female,2,Married,41,2,2,2,306752.0,313710.0,309446.0,12000.0,978.0,23500.0,0
3059,50000.0,Male,2,Married,37,-1,-1,-1,5410.0,9570.0,1500.0,9570.0,1500.0,0.0,0
3060,180000.0,Male,1,Single,26,-1,-1,-1,4394.0,200.0,200.0,200.0,200.0,200.0,0
3067,20000.0,Male,3,Single,36,-1,-1,-1,832.0,1486.0,0.0,1486.0,0.0,1248.0,0
3074,360000.0,Male,1,Single,30,-1,-1,-1,312.0,251.0,-61.0,252.0,1.0,95971.0,1
3085,210000.0,Female,3,Married,45,-1,-1,-1,430.0,430.0,430.0,430.0,430.0,10798.0,0
3087,30000.0,Female,2,Single,24,7,7,7,300.0,300.0,300.0,0.0,0.0,0.0,0
3088,310000.0,Male,2,Single,29,-1,2,-1,20334.0,19050.0,21573.0,0.0,21573.0,0.0,0
3094,230000.0,Female,1,Single,30,2,2,2,228022.0,232724.0,260472.0,8500.0,32000.0,200.0,0
3096,360000.0,Female,1,Married,39,-1,-1,-1,300.0,0.0,1790.0,0.0,1790.0,0.0,0
3098,280000.0,Female,1,Married,37,-1,-1,-1,11013.0,21011.0,29459.0,21012.0,29460.0,10284.0,0
3104,260000.0,Female,1,Single,29,-1,-1,-1,16332.0,16332.0,-334.0,16666.0,0.0,17000.0,1
3107,500000.0,Female,2,Married,39,-1,-1,-1,39018.0,4233.0,397.0,4233.0,397.0,28337.0,0
3115,160000.0,Female,1,Married,32,-1,-1,-1,2750.0,2750.0,5224.0,2750.0,5224.0,2313.0,0
3116,200000.0,Male,2,Married,46,-1,2,-1,9790.0,4944.0,4696.0,0.0,4696.0,4696.0,0
3120,260000.0,Male,1,Single,28,-1,-1,-1,22209.0,54807.0,62534.0,54807.0,62534.0,37935.0,0
3128,210000.0,Male,2,Married,42,-1,-1,-1,9905.0,8540.0,8785.0,8540.0,8785.0,3080.0,0
3144,70000.0,Female,2,Married,41,2,2,2,53390.0,54579.0,55722.0,2200.0,2200.0,2200.0,1
3145,90000.0,Female,3,Married,40,-1,-1,-1,1720.0,45000.0,0.0,45000.0,15000.0,1543.0,0
3148,50000.0,Female,2,Single,21,-1,-1,-1,797.0,1166.0,0.0,1166.0,0.0,0.0,1
3150,360000.0,Female,1,Married,33,-1,-1,-1,8882.0,17348.0,29216.0,17348.0,29216.0,4043.0,0
3160,390000.0,Male,2,Married,42,-1,-1,-1,2626.0,989.0,4647.0,992.0,4667.0,277.0,0
3162,50000.0,Female,3,Married,28,-1,-1,-1,694.0,238.0,0.0,238.0,0.0,0.0,0
3163,280000.0,Female,1,Single,38,-1,-1,-1,1460.0,18901.0,0.0,18901.0,0.0,0.0,1
3168,360000.0,Female,2,Other,37,-1,-1,-1,328.0,0.0,770.0,0.0,770.0,11309.0,0
3177,160000.0,Male,2,Single,28,-1,-1,-1,550.0,550.0,550.0,550.0,550.0,550.0,0
3181,90000.0,Female,1,Married,43,-1,-1,-1,7660.0,21175.0,4009.0,21175.0,4009.0,7452.0,0
3189,430000.0,Female,1,Single,39,-1,-1,-1,987.0,4870.0,975.0,4889.0,981.0,317.0,0
3195,20000.0,Female,1,Single,38,3,2,2,5495.0,5126.0,5899.0,0.0,1000.0,0.0,1
3207,300000.0,Female,1,Married,37,-1,-1,-1,3115.0,3172.0,1589.0,3187.0,1597.0,2394.0,0
3208,390000.0,Male,1,Single,34,-1,-1,-1,7957.0,3044.0,27603.0,3044.0,27603.0,11219.0,0
3211,230000.0,Male,3,Single,30,3,2,2,233210.0,233833.0,190628.0,6508.0,187.0,5000.0,0
3215,20000.0,Male,2,Married,59,-1,-1,-1,240.0,390.0,1320.0,540.0,1320.0,0.0,0
3217,20000.0,Female,1,Single,25,2,2,2,17095.0,19748.0,18722.0,3500.0,0.0,1000.0,1
3234,30000.0,Female,2,Married,26,2,2,2,30584.0,27883.0,29334.0,0.0,2400.0,0.0,0
3240,240000.0,Female,2,Married,44,2,2,3,1437.0,2714.0,2202.0,1479.0,0.0,0.0,0
3242,200000.0,Male,3,Married,40,2,2,2,101169.0,103401.0,109831.0,4000.0,8300.0,0.0,1
3257,80000.0,Female,2,Single,24,2,3,2,82581.0,81053.0,79133.0,0.0,0.0,5000.0,1
3262,220000.0,Female,2,Married,33,-1,-1,2,18150.0,350.0,200.0,350.0,0.0,16115.0,0
3264,440000.0,Female,1,Married,37,-1,-1,-1,-414.0,2736.0,12586.0,3150.0,13000.0,5500.0,0
3276,20000.0,Male,3,Single,59,4,3,2,19616.0,19303.0,1013.0,0.0,0.0,2821.0,1
3280,170000.0,Female,2,Married,48,-1,-1,-1,13608.0,110667.0,6878.0,112876.0,3998.0,1118.0,0
3281,300000.0,Female,1,Single,39,-1,-1,-1,766.0,227.0,0.0,227.0,0.0,0.0,0
3288,30000.0,Female,1,Married,30,3,2,2,13394.0,13036.0,15019.0,0.0,2200.0,0.0,1
3293,120000.0,Male,3,Married,53,-1,-1,-1,582.0,291.0,0.0,291.0,0.0,582.0,0
3299,230000.0,Female,2,Single,26,4,3,2,600.0,300.0,150.0,0.0,0.0,686.0,1
3318,200000.0,Male,1,Other,29,-1,-1,-1,1715.0,2604.0,-1.0,2611.0,0.0,380.0,0
3337,80000.0,Male,1,Single,31,2,2,2,21576.0,23229.0,22708.0,2000.0,0.0,1000.0,1
3339,10000.0,Male,3,Single,24,2,2,2,9229.0,8969.0,8819.0,0.0,2000.0,0.0,0
3341,60000.0,Male,2,Single,41,-1,-1,-1,5246.0,3760.0,11411.0,3760.0,11411.0,7435.0,0
3342,140000.0,Female,2,Married,28,-1,-1,-1,150.0,1550.0,98426.0,1550.0,106155.0,3500.0,0
3351,30000.0,Male,2,Married,44,2,2,2,23296.0,22783.0,24310.0,0.0,1910.0,780.0,1
3353,410000.0,Female,1,Single,41,-1,-1,-1,150.0,150.0,1929.0,150.0,1929.0,136869.0,0
3354,100000.0,Male,1,Married,33,2,2,2,45576.0,46495.0,47182.0,1800.0,1600.0,2000.0,0
3362,310000.0,Female,1,Married,39,-1,-1,2,5724.0,1518.0,1336.0,1336.0,0.0,3167.0,0
3363,110000.0,Female,2,Single,51,-1,-1,-1,3007.0,857.0,55973.0,857.0,100000.0,1000.0,0
3365,140000.0,Male,2,Married,28,2,-1,-1,3277.0,2964.0,4791.0,2964.0,4800.0,2353.0,1
3368,90000.0,Female,2,Married,48,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0,1
3379,30000.0,Female,1,Single,28,4,4,4,37.0,37.0,37.0,0.0,0.0,0.0,0
3387,360000.0,Male,1,Single,29,-1,-1,-1,969.0,2500.0,0.0,2500.0,0.0,0.0,0
3388,500000.0,Male,1,Married,37,-1,-1,-1,150.0,6805.0,0.0,6805.0,0.0,0.0,0
3395,90000.0,Male,1,Single,33,-1,-1,2,2754.0,309.0,159.0,1000.0,0.0,2000.0,0
3409,430000.0,Female,1,Single,30,-1,-1,-1,2029.0,41581.0,25984.0,41784.0,26108.0,37216.0,0
3410,500000.0,Female,2,Married,37,-1,-1,-1,1204.0,2378.0,6344.0,2378.0,6344.0,14889.0,0
3432,160000.0,Female,3,Married,55,-1,-1,-1,1449.0,5542.0,7314.0,5590.0,7314.0,1579.0,0
3435,190000.0,Male,1,Married,55,-1,-1,-1,390.0,6026.0,7410.0,6026.0,7410.0,390.0,1
3442,110000.0,Male,1,Single,33,2,2,2,48236.0,49195.0,48253.0,1876.0,0.0,2000.0,0
3443,300000.0,Female,2,Married,37,-1,-1,-1,363.0,0.0,944.0,0.0,944.0,2000.0,1
3445,120000.0,Female,1,Single,35,-1,-1,-1,1579.0,223.0,421.0,223.0,421.0,8228.0,0
3446,80000.0,Female,3,Other,31,-1,-1,-1,1322.0,500.0,175.0,500.0,175.0,1331.0,0
3448,150000.0,Female,1,Single,26,-1,-1,-1,1707.0,4492.0,6149.0,4492.0,6149.0,34672.0,1
3457,50000.0,Male,1,Single,29,2,2,2,26112.0,26548.0,25970.0,1000.0,0.0,2500.0,0
3458,280000.0,Male,2,Married,46,2,2,2,192140.0,203913.0,200564.0,15000.0,0.0,7053.0,1
3465,340000.0,Female,1,Single,34,-1,-1,-1,28987.0,13104.0,59204.0,13120.0,59273.0,1241.0,0
3466,250000.0,Female,2,Married,40,-1,-1,-1,1708.0,3014.0,3037.0,3014.0,3037.0,4974.0,0
3467,200000.0,Male,1,Married,52,-1,-1,-1,821.0,1123.0,878.0,1126.0,880.0,926.0,0
3472,40000.0,Male,1,Married,28,-1,-1,-1,2475.0,5341.0,6255.0,5341.0,1500.0,0.0,1
3479,500000.0,Female,1,Single,36,-1,-1,-1,3338.0,1224.0,31022.0,1224.0,31022.0,1088.0,0
3488,70000.0,Female,1,Single,27,-1,-1,-1,157.0,307.0,507.0,307.0,507.0,357.0,0
3491,80000.0,Male,1,Married,45,-1,-1,-1,3366.0,1473.0,44314.0,1473.0,44314.0,4000.0,1
3496,100000.0,Female,3,Married,59,-1,-1,-1,1550.0,12079.0,35920.0,12079.0,35920.0,0.0,0
3501,30000.0,Female,3,Married,56,2,2,2,20645.0,21666.0,21170.0,1500.0,0.0,1900.0,1
3505,270000.0,Male,1,Married,50,-1,-1,-1,5772.0,316.0,316.0,316.0,316.0,5174.0,0
3507,200000.0,Male,3,Single,26,-1,-1,-1,8355.0,8355.0,8355.0,8355.0,8355.0,8285.0,0
3509,210000.0,Female,1,Single,33,-1,-1,-1,5385.0,1814.0,0.0,1814.0,0.0,0.0,0
3513,60000.0,Female,1,Single,28,2,2,2,44569.0,47452.0,46536.0,3600.0,0.0,4000.0,1
3519,360000.0,Male,1,Married,34,-1,-1,-1,2437.0,2797.0,256.0,2805.0,258.0,1.0,0
3528,20000.0,Female,2,Married,50,2,3,2,10821.0,10361.0,10046.0,0.0,0.0,1500.0,0
3534,130000.0,Male,2,Single,26,-1,-1,-1,500.0,0.0,936.0,0.0,936.0,1002.0,1
3536,90000.0,Male,1,Married,35,2,2,2,18574.0,19721.0,19254.0,1600.0,0.0,800.0,1
3538,220000.0,Female,2,Married,28,4,3,2,210438.0,207114.0,210491.0,0.0,6800.0,97.0,1
3540,30000.0,Male,3,Married,45,3,5,4,31262.0,30217.0,29158.0,0.0,0.0,0.0,1
3550,50000.0,Male,2,Married,28,-1,-1,-1,7885.0,14493.0,2113.0,14493.0,2120.0,3027.0,0
3552,500000.0,Male,1,Married,46,-1,-1,-1,37171.0,6192.0,31453.0,6192.0,31453.0,12333.0,0
3561,80000.0,Male,3,Married,57,2,2,2,9629.0,10571.0,10749.0,1100.0,500.0,1300.0,1
3562,90000.0,Male,2,Single,33,2,2,2,65236.0,66639.0,67893.0,2600.0,2500.0,2800.0,1
3576,60000.0,Male,3,Single,28,2,2,2,60716.0,58458.0,49529.0,0.0,3654.0,0.0,0
3578,50000.0,Male,3,Single,42,2,2,-1,1400.0,700.0,550.0,0.0,550.0,1100.0,1
3581,300000.0,Male,1,Married,54,-1,-1,-1,718.0,468.0,366.0,468.0,366.0,0.0,1
3582,70000.0,Male,2,Married,48,-1,-1,-1,1230.0,390.0,890.0,390.0,890.0,215.0,0
3588,210000.0,Male,2,Married,38,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,1451.0,0
3590,70000.0,Female,2,Single,26,2,2,2,52479.0,53345.0,52333.0,2000.0,0.0,4046.0,1
3604,500000.0,Male,1,Single,35,-1,-1,-1,6461.0,2567.0,735.0,2567.0,1470.0,11605.0,0
3608,200000.0,Male,1,Married,59,2,2,2,29516.0,31378.0,31914.0,2500.0,1200.0,0.0,0
3612,500000.0,Female,2,Married,41,-1,-1,-1,29161.0,28238.0,33272.0,28238.0,33272.0,175357.0,0
3625,290000.0,Female,2,Married,48,-1,-1,-1,15010.0,3280.0,0.0,3280.0,0.0,3357.0,0
3626,330000.0,Male,2,Married,50,-1,-1,-1,5344.0,16566.0,995.0,16648.0,1000.0,997.0,1
3635,130000.0,Female,2,Married,28,-1,-1,-1,3541.0,3333.0,3333.0,3333.0,3333.0,3110.0,0
3641,50000.0,Male,3,Single,41,2,3,2,33393.0,32587.0,31914.0,0.0,0.0,1332.0,0
3644,220000.0,Female,2,Married,34,-1,-1,-1,3300.0,2452.0,2728.0,2452.0,2728.0,0.0,1
3649,230000.0,Female,2,Married,36,2,-1,2,150.0,921.0,771.0,921.0,0.0,51362.0,0
3650,20000.0,Male,3,Single,44,-1,-1,-1,390.0,390.0,0.0,390.0,0.0,780.0,0
3656,260000.0,Female,3,Single,30,-1,-1,-1,-70.0,2300.0,2784.0,2784.0,5568.0,1714.0,0
3664,30000.0,Female,2,Single,24,3,3,3,1050.0,1050.0,1050.0,0.0,0.0,0.0,1
3665,110000.0,Female,3,Single,29,2,2,-1,6712.0,871.0,16391.0,0.0,16391.0,832.0,0
3669,300000.0,Female,3,Married,37,-1,-1,-1,1523.0,2559.0,2881.0,2569.0,2889.0,2074.0,0
3670,260000.0,Female,1,Single,36,-1,-1,-1,790.0,849.0,12319.0,849.0,12319.0,7575.0,0
3678,360000.0,Male,3,Married,37,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,780.0,0
3686,200000.0,Male,1,Single,32,-1,-1,-1,26975.0,8734.0,10756.0,29889.0,10809.0,2648.0,0
3691,180000.0,Male,1,Single,29,-1,-1,-1,7632.0,0.0,6071.0,0.0,6071.0,0.0,0
3698,150000.0,Male,1,Single,33,-1,-1,-1,810.0,786.0,447.0,786.0,447.0,2215.0,0
3704,140000.0,Female,2,Married,46,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,780.0,0
3720,50000.0,Male,2,Single,30,2,-1,-1,0.0,390.0,1320.0,390.0,1320.0,0.0,0
3727,250000.0,Female,1,Married,38,-1,-1,-1,625.0,1099.0,326.0,1099.0,326.0,326.0,0
3728,120000.0,Female,2,Single,24,-1,-1,-1,902.0,1077.0,1271.0,1077.0,1271.0,1595.0,0
3748,200000.0,Male,1,Married,43,-1,-1,-1,1081.0,2384.0,6595.0,2394.0,6601.0,29708.0,0
3754,140000.0,Female,2,Married,37,-1,2,-1,9422.0,8956.0,316.0,0.0,316.0,316.0,0
3755,350000.0,Female,1,Married,41,-1,-1,-1,8197.0,14494.0,54284.0,14494.0,54284.0,6702.0,0
3760,500000.0,Female,1,Married,45,-1,-1,-1,4628.0,5127.0,3400.0,5127.0,3400.0,1720.0,0
3765,510000.0,Male,1,Married,41,-1,-1,-1,10771.0,5552.0,2253.0,5552.0,2253.0,96.0,0
3767,100000.0,Female,2,Married,40,2,2,2,49827.0,51005.0,53142.0,2000.0,3000.0,0.0,1
3770,290000.0,Female,0,Single,38,-1,-1,-1,1406.0,2196.0,1481.0,2196.0,1481.0,0.0,0
3775,500000.0,Female,1,Single,32,-1,-1,-1,37945.0,104491.0,35234.0,104673.0,35387.0,177258.0,0
3786,80000.0,Male,3,Single,43,4,3,2,75393.0,74731.0,23207.0,0.0,0.0,2000.0,1
3791,250000.0,Male,1,Married,46,-1,-1,-1,2372.0,502.0,1979.0,504.0,1989.0,19150.0,1
3799,20000.0,Female,2,Single,44,-1,-1,-1,190.0,6160.0,402.0,7018.0,6073.0,15000.0,0
3816,10000.0,Male,2,Single,24,-1,-1,-1,12.0,12.0,12.0,0.0,0.0,1393.0,1
3825,240000.0,Female,1,Married,34,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,711.0,1
3836,400000.0,Female,1,Single,30,-1,-1,-1,5776.0,5448.0,15435.0,5475.0,5634.0,6182.0,0
3849,70000.0,Female,1,Single,29,2,2,2,43763.0,46646.0,47724.0,3600.0,2000.0,1900.0,0
3850,130000.0,Female,2,Single,28,-1,-1,-1,4134.0,540.0,390.0,540.0,390.0,2596.0,0
3853,50000.0,Male,3,Married,48,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,1
3859,200000.0,Male,2,Married,36,-1,-1,-1,299.0,278.0,4575.0,279.0,4597.0,0.0,0
3860,20000.0,Female,1,Married,32,2,2,2,11653.0,7833.0,7945.0,0.0,620.0,0.0,1
3866,160000.0,Male,3,Married,36,-1,-1,-1,8484.0,2060.0,0.0,2064.0,0.0,798.0,0
3870,90000.0,Female,1,Single,26,-1,-1,2,32658.0,30885.0,26639.0,3000.0,0.0,2000.0,0
3873,30000.0,Male,3,Married,49,2,2,2,29646.0,30390.0,29755.0,1363.0,0.0,1141.0,0
3879,20000.0,Male,2,Married,26,3,3,3,1050.0,1050.0,1050.0,0.0,0.0,0.0,1
3881,300000.0,Male,3,Single,51,-1,-1,-1,3872.0,11875.0,5290.0,11883.0,5305.0,9998.0,0
3891,80000.0,Female,3,Single,28,-1,-1,-1,2298.0,1196.0,390.0,1196.0,390.0,0.0,0
3893,170000.0,Female,1,Married,36,-1,-1,-1,2156.0,1898.0,2656.0,1898.0,2656.0,1626.0,0
3896,30000.0,Female,2,Single,22,-1,-1,-1,1732.0,3836.0,2461.0,3836.0,2461.0,3704.0,0
3902,50000.0,Female,2,Single,27,2,2,2,9751.0,11585.0,11250.0,2000.0,0.0,1600.0,1
3906,450000.0,Male,2,Married,46,-1,-1,-1,18552.0,24222.0,32867.0,24231.0,32885.0,9343.0,0
3910,220000.0,Male,2,Single,30,-1,2,2,221876.0,223986.0,204957.0,7500.0,4.0,10000.0,1
3911,50000.0,Female,2,Married,32,-1,-1,2,390.0,930.0,390.0,930.0,0.0,780.0,1
3916,360000.0,Female,2,Married,32,-1,-1,-1,0.0,67372.0,66666.0,67372.0,66666.0,66666.0,0
3929,480000.0,Female,1,Married,50,-1,-1,-1,6295.0,5284.0,6220.0,5284.0,6220.0,9104.0,0
3932,120000.0,Female,1,Single,34,2,2,2,112027.0,119702.0,121650.0,9500.0,4100.0,0.0,1
3936,130000.0,Female,1,Married,32,2,2,2,114168.0,121621.0,124168.0,9500.0,4700.0,0.0,0
3938,60000.0,Female,1,Single,30,2,2,2,43845.0,44795.0,45710.0,1800.0,1800.0,0.0,0
3944,200000.0,Female,1,Married,31,-1,-1,-1,851.0,2029.0,1997.0,2029.0,1997.0,10342.0,0
3950,130000.0,Male,2,Married,42,-1,-1,-1,1048.0,390.0,390.0,390.0,390.0,390.0,0
3953,320000.0,Female,2,Married,44,-1,-1,-1,1373.0,6064.0,2145.0,6094.0,2155.0,1273.0,0
3956,240000.0,Female,2,Married,49,-1,-1,-1,12279.0,75882.0,90611.0,75882.0,90611.0,61411.0,0
3959,50000.0,Female,1,Single,42,2,2,2,39702.0,38932.0,41770.0,0.0,3500.0,3387.0,1
3960,20000.0,Male,3,Single,23,-1,-1,-1,390.0,0.0,780.0,0.0,780.0,0.0,0
3964,90000.0,Female,2,Single,23,2,2,2,18884.0,21410.0,21841.0,3000.0,930.0,0.0,1
3967,60000.0,Female,2,Single,25,6,5,4,57663.0,56225.0,54759.0,0.0,0.0,0.0,0
3971,250000.0,Male,1,Married,31,-1,-1,-1,4757.0,11357.0,6679.0,11491.0,6896.0,890.0,0
3978,310000.0,Female,2,Married,41,-1,-1,-1,8408.0,542.0,2314.0,542.0,2314.0,648.0,0
3989,300000.0,Male,3,Single,64,-1,-1,-1,1372.0,1610.0,1355.0,1610.0,1355.0,1426.0,0
3991,240000.0,Male,1,Married,47,2,2,2,144457.0,147604.0,145071.0,5600.0,0.0,11077.0,1
3993,20000.0,Male,2,Single,22,3,2,2,19240.0,18419.0,20126.0,0.0,2000.0,0.0,1
3999,20000.0,Female,1,Single,23,2,2,2,12957.0,13104.0,12744.0,500.0,0.0,1000.0,1
4002,160000.0,Female,1,Married,29,-1,-1,-1,150.0,150.0,989.0,150.0,989.0,0.0,1
4005,230000.0,Female,1,Married,38,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0,0
4006,20000.0,Female,3,Married,42,-1,-1,-1,7312.0,1868.0,1470.0,2274.0,1470.0,2200.0,0
4007,10000.0,Male,3,Single,46,3,3,3,1050.0,1050.0,1050.0,0.0,0.0,0.0,1
4014,20000.0,Female,2,Single,22,2,2,2,19530.0,19076.0,20444.0,0.0,1700.0,0.0,1
4016,100000.0,Male,2,Single,33,2,2,2,87150.0,85636.0,91007.0,0.0,6803.0,6950.0,1
4020,30000.0,Female,2,Married,27,2,2,2,27633.0,29184.0,28776.0,2309.0,1087.0,0.0,1
4027,260000.0,Female,2,Single,29,-1,-1,-1,202.0,11990.0,3359.0,11990.0,3359.0,1035.0,0
4041,250000.0,Male,1,Married,42,-1,-1,-1,-88.0,17451.0,43978.0,17539.0,44197.0,1758.0,0
4042,20000.0,Male,2,Single,36,2,3,2,15227.0,14699.0,14313.0,0.0,0.0,1230.0,0
4044,160000.0,Female,2,Married,34,-1,-1,-1,406.0,338.0,0.0,338.0,0.0,0.0,1
4049,150000.0,Male,2,Married,39,2,2,2,85084.0,93323.0,91783.0,9717.0,0.0,3300.0,1
4067,50000.0,Male,1,Single,25,-1,-1,-1,7604.0,2173.0,6586.0,2173.0,6586.0,11890.0,0
4070,150000.0,Female,2,Single,30,2,2,2,73312.0,72015.0,76521.0,0.0,5700.0,0.0,0
4073,360000.0,Male,1,Married,35,-1,-1,-1,5210.0,13308.0,7089.0,13373.0,7123.0,5510.0,0
4079,240000.0,Male,2,Married,31,-1,-1,-1,671.0,291.0,671.0,291.0,671.0,671.0,0
4080,230000.0,Female,2,Married,42,-1,-1,-1,2095.0,129.0,303.0,7400.0,7500.0,8100.0,0
4084,250000.0,Male,1,Married,39,-1,-1,-1,167.0,908.0,0.0,908.0,0.0,0.0,0
4093,50000.0,Male,2,Single,33,2,2,2,5392.0,5722.0,4501.0,1000.0,0.0,1000.0,0
4094,100000.0,Male,2,Single,31,2,3,2,27304.0,26669.0,26172.0,0.0,0.0,2000.0,1
4096,80000.0,Male,2,Single,43,2,2,2,10493.0,10313.0,6687.0,3313.0,0.0,291.0,0
4100,450000.0,Female,6,Married,51,-1,-1,-1,396.0,396.0,546.0,396.0,546.0,396.0,0
4101,120000.0,Male,1,Single,32,-1,-1,-1,1480.0,0.0,6477.0,0.0,6477.0,0.0,1
4118,230000.0,Female,2,Married,34,-1,-1,-1,2765.0,2050.0,1197.0,2055.0,1200.0,1710.0,0
4120,250000.0,Male,2,Married,47,-1,-1,-1,5947.0,5453.0,0.0,5453.0,0.0,0.0,0
4123,130000.0,Female,1,Single,25,-1,-1,-1,1085.0,947.0,495.0,947.0,495.0,0.0,0
4127,240000.0,Female,1,Married,41,-1,-1,-1,2430.0,7792.0,33196.0,7829.0,33361.0,1076.0,0
4130,170000.0,Female,1,Married,52,-1,-1,-1,7509.0,6387.0,1516.0,6387.0,1666.0,3023.0,0
4137,450000.0,Female,1,Single,33,-1,-1,-1,2461.0,4192.0,4378.0,4192.0,4378.0,71100.0,0
4145,200000.0,Female,1,Single,42,-1,-1,-1,1320.0,1320.0,1710.0,1320.0,1710.0,27077.0,1
4146,50000.0,Female,2,Married,46,2,2,2,45816.0,44970.0,47649.0,0.0,3400.0,0.0,1
4154,280000.0,Female,1,Single,30,-1,-1,-1,29142.0,20644.0,1647.0,20669.0,3003.0,3250.0,0
4161,50000.0,Male,1,Single,25,4,3,2,37264.0,36396.0,35659.0,0.0,0.0,3001.0,0
4163,200000.0,Male,2,Married,39,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,1
4166,50000.0,Male,2,Married,51,2,2,6,25017.0,34385.0,33248.0,10000.0,0.0,10000.0,1
4170,60000.0,Male,2,Other,46,2,2,2,27473.0,29176.0,28242.0,2289.0,0.0,1500.0,1
4171,140000.0,Male,1,Single,27,-1,-1,-1,3218.0,16478.0,4078.0,17000.0,4500.0,4448.0,0
4172,220000.0,Female,1,Single,40,-1,-1,-1,7229.0,3942.0,2132.0,3942.0,2132.0,5809.0,0
4179,280000.0,Male,1,Single,31,-1,-1,-1,16185.0,8962.0,8756.0,9007.0,8800.0,20947.0,0
4182,150000.0,Female,1,Single,33,-1,-1,-1,1141.0,1067.0,1128.0,1067.0,1200.0,1150.0,0
4184,480000.0,Female,2,Married,45,-1,-1,-1,5924.0,547.0,1308.0,547.0,1308.0,1480.0,1
4189,310000.0,Female,2,Married,43,2,2,2,280240.0,285805.0,272059.0,10000.0,0.0,9755.0,1
4190,10000.0,Male,1,Married,41,2,2,2,9169.0,10056.0,8559.0,1002.0,0.0,500.0,0
4193,50000.0,Female,2,Single,51,2,2,2,12737.0,13732.0,13362.0,1200.0,0.0,494.0,1
4194,10000.0,Female,1,Single,22,2,2,2,8672.0,8388.0,9248.0,0.0,1000.0,0.0,0
4198,160000.0,Female,2,Single,25,-1,-1,-1,12448.0,2129.0,24461.0,2141.0,24603.0,16897.0,0
4207,90000.0,Female,2,Married,37,-1,-1,-1,1261.0,1261.0,1261.0,1261.0,1261.0,390.0,0
4208,80000.0,Female,3,Married,36,-1,-1,-1,1720.0,2890.0,7678.0,2890.0,7678.0,1730.0,0
4209,30000.0,Male,3,Single,23,2,2,2,21231.0,20589.0,31018.0,0.0,13000.0,0.0,0
4213,70000.0,Male,2,Married,31,2,2,2,34225.0,36663.0,35921.0,3000.0,0.0,3000.0,0
4218,50000.0,Male,2,Single,33,2,2,2,42781.0,41966.0,48865.0,0.0,7800.0,0.0,1
4225,100000.0,Male,1,Married,42,-1,-1,-1,1016.0,1096.0,2202.0,1096.0,2122.0,0.0,1
4226,270000.0,Female,2,Married,35,-1,-1,-1,165.0,0.0,601.0,0.0,601.0,928.0,0
4240,360000.0,Male,3,Married,44,-1,-1,-1,-4.0,906.0,850.0,910.0,854.0,1131.0,1
4243,20000.0,Male,2,Married,30,-1,-1,-1,390.0,390.0,0.0,390.0,0.0,780.0,0
4249,90000.0,Male,3,Married,42,3,3,3,53614.0,54534.0,53374.0,2052.0,0.0,0.0,0
4251,360000.0,Male,1,Married,44,-1,-1,-1,165.0,165.0,165.0,165.0,165.0,165.0,0
4252,580000.0,Female,2,Married,57,-1,-1,-1,4481.0,5574.0,14240.0,5583.0,14242.0,9986.0,0
4264,30000.0,Female,3,Other,52,2,-1,-1,2890.0,2500.0,3280.0,2500.0,3280.0,0.0,1
4282,80000.0,Female,1,Single,25,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,0
4288,60000.0,Male,5,Single,23,-1,-1,-1,450.0,202.0,196.0,0.0,400.0,300.0,0
4292,120000.0,Female,1,Single,30,-1,-1,-1,316.0,316.0,7516.0,316.0,7516.0,316.0,0
4303,360000.0,Female,1,Married,31,-1,-1,-1,4230.0,6113.0,8745.0,6113.0,8745.0,6324.0,0
4305,40000.0,Female,2,Married,44,-1,-1,-1,4665.0,4059.0,5588.0,4059.0,5588.0,7000.0,0
4306,100000.0,Female,3,Married,36,-1,-1,-1,0.0,90.0,90.0,90.0,0.0,0.0,0
4310,260000.0,Male,1,Single,34,-1,-1,-1,326.0,326.0,476.0,326.0,476.0,326.0,0
4312,260000.0,Male,1,Single,49,-1,-1,-1,316.0,316.0,4843.0,316.0,4843.0,316.0,0
4321,420000.0,Female,1,Single,34,-1,-1,-1,1039.0,1039.0,1503.0,1042.0,1509.0,9215.0,1
4325,20000.0,Female,2,Single,49,3,2,2,19188.0,18740.0,20219.0,0.0,1800.0,663.0,0
